antibiotic,genome_name,evidence,computational_method,owner,computational_method_performance,public,measurement,taxon_id,genome_id,measurement_value,measurement_unit,computational_method_version,id,date_inserted,date_modified,_version_,resistant_phenotype,laboratory_typing_method,pmid,laboratory_typing_platform,measurement_sign,vendor,testing_standard,testing_standard_year
nitrofurantoin,Acinetobacter baumannii AYE,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 1.00, CI[1.00, 1.00]",True,256.0,509173,509173.28,256.0,mg/L,202503101,7a88c7a4-74f6-4395-9f8d-c21ad7e6b9bd,2025-07-14T20:59:08.416Z,2025-07-14T20:59:08.416Z,1837657511087308800,,,,,,,,
ampicillin/sulbactam,Acinetobacter baumannii AYE,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.91, CI[0.87, 0.96]",True,4.0,509173,509173.28,4.0,mg/L,202503101,39550f32-e814-473c-aaa0-93f77ddb1ded,2025-07-14T20:59:08.416Z,2025-07-14T20:59:08.416Z,1837657511087308800,,,,,,,,
tetracycline,Acinetobacter baumannii AYE,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.96, CI[0.94, 0.99]",True,2.0,509173,509173.28,2.0,mg/L,202503101,05db0c3d-d940-46a7-a13b-f2f78edb3d5b,2025-07-14T20:59:08.416Z,2025-07-14T20:59:08.416Z,1837657511088357400,,,,,,,,
tobramycin,Acinetobacter baumannii AYE,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.94, CI[0.92, 0.96]",True,2.0,509173,509173.28,2.0,mg/L,202503101,d25c70e4-96d7-4077-97ae-9a2e56671034,2025-07-14T20:59:08.416Z,2025-07-14T20:59:08.416Z,1837657511088357400,,,,,,,,
trimethoprim/sulfamethoxazole,Acinetobacter baumannii AYE,Computational Method,MIC XGBoost Model,PATRIC@patricbrc.org,"W1 score: 0.71, CI[0.66, 0.76]",True,1.0,509173,509173.28,1.0,mg/L,202503101,b10b1ec9-18c0-4bc6-9e54-a9f49e9c6117,2025-07-14T20:59:08.408Z,2025-07-14T20:59:08.408Z,1840540430055243800,,,,,,,,
trimethoprim/sulfamethoxazole,Acinetobacter baumannii AYE,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.88, CI[0.80, 0.97]",True,,509173,509173.28,,,202503101,0013a674-ef4e-47ae-88ba-2ac82233cc34,2025-07-14T21:41:56.070Z,2025-07-14T21:41:56.070Z,1840540465402740700,Susceptible,,,,,,,
amikacin,Acinetobacter baumannii AYE,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.94, CI[0.91, 0.98]",True,,509173,509173.28,,,202503101,16668262-5a62-45ea-9de9-d0f706077edc,2025-07-14T21:41:56.102Z,2025-07-14T21:41:56.102Z,1837660245177925600,Resistant,,,,,,,
ceftazidime,Acinetobacter baumannii AYE,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.90, CI[0.86, 0.94]",True,,509173,509173.28,,,202503101,b01133cd-f238-4634-848b-439b6f0831d9,2025-07-14T21:41:56.102Z,2025-07-14T21:41:56.102Z,1837660245177925600,Resistant,,,,,,,
ciprofloxacin,Acinetobacter baumannii AYE,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.95, CI[0.91, 0.99]",True,,509173,509173.28,,,202503101,0480719a-0c71-4dca-89ed-e423e9344c6d,2025-07-14T21:41:56.102Z,2025-07-14T21:41:56.102Z,1837660245177925600,Resistant,,,,,,,
gentamicin,Acinetobacter baumannii AYE,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.91, CI[0.87, 0.95]",True,,509173,509173.28,,,202503101,f531c47f-5ffd-4595-96f0-131a9f402402,2025-07-14T21:41:56.102Z,2025-07-14T21:41:56.102Z,1837660245177925600,Resistant,,,,,,,
imipenem,Acinetobacter baumannii AYE,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.94, CI[0.90, 0.98]",True,,509173,509173.28,,,202503101,06c0f08b-8ecf-4d08-a2ad-aaa26c281c49,2025-07-14T21:41:56.102Z,2025-07-14T21:41:56.102Z,1837660245177925600,Susceptible,,,,,,,
levofloxacin,Acinetobacter baumannii AYE,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.92, 0.99]",True,,509173,509173.28,,,202503101,99d1638b-1de8-47f2-97d3-0c2087fa2a1d,2025-07-14T21:41:56.102Z,2025-07-14T21:41:56.102Z,1837660245177925600,Susceptible,,,,,,,
meropenem,Acinetobacter baumannii AYE,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.94, CI[0.90, 0.99]",True,,509173,509173.28,,,202503101,ee0ebce5-d6f3-42b4-9b17-c21707035dcf,2025-07-14T21:41:56.102Z,2025-07-14T21:41:56.102Z,1837660245177925600,Susceptible,,,,,,,
ampicillin/sulbactam,Acinetobacter baumannii AYE,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.93, CI[0.89, 0.97]",True,,509173,509173.28,,,202503101,1c8ce447-5da3-4a5c-9d61-887c6991ce57,2025-07-14T21:41:56.102Z,2025-07-14T21:41:56.102Z,1837660245177925600,Susceptible,,,,,,,
tetracycline,Acinetobacter baumannii AYE,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.96, CI[0.92, 0.99]",True,,509173,509173.28,,,202503101,9831969d-f5c2-4bbd-b69b-cad8778abbd4,2025-07-14T21:41:56.102Z,2025-07-14T21:41:56.102Z,1837660245178974200,Susceptible,,,,,,,
tobramycin,Acinetobacter baumannii AYE,Computational Method,SIR XGBoost Model,PATRIC@patricbrc.org,"F1 score: 0.88, CI[0.86, 0.91]",True,,509173,509173.28,,,202503101,4a7c1350-8c11-42f6-9a25-866334cb8c82,2025-07-14T21:41:56.102Z,2025-07-14T21:41:56.102Z,1837660245178974200,Susceptible,,,,,,,
carbapenem,Acinetobacter baumannii ACBA.0922.00115,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28744,,,,d3bb2a52-4651-4771-b2d4-ce09638e4c9d,2025-02-04T00:10:34.104Z,2025-02-04T00:10:34.104Z,1823083419774484500,Susceptible,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii ACBA.0922.00132,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28757,,,,c0c949c4-4366-4c91-b5c1-e01f6d62e97e,2025-02-04T00:10:41.197Z,2025-02-04T00:10:41.197Z,1823083427210985500,Resistant,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii ACBA.0922.00178,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28743,,,,3ca8903d-be32-48cb-bbf0-07d1eaa08b93,2025-02-04T00:10:46.975Z,2025-02-04T00:10:46.975Z,1823083433269657600,Susceptible,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii ACBA.0922.00047,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28747,,,,955102fe-7078-4842-8f56-65d7c339b92c,2025-02-04T00:10:50.527Z,2025-02-04T00:10:50.527Z,1823083436995248000,Susceptible,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii ACBA.0922.00244,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28746,,,,1ddff464-81a4-4c71-8b3d-04355069739c,2025-02-04T00:11:10.518Z,2025-02-04T00:11:10.518Z,1823083457956282400,Susceptible,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii ACBA.0922.00381,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28737,,,,7c6ed3d2-5f75-4502-a90b-70730783a0d3,2025-02-04T00:11:21.519Z,2025-02-04T00:11:21.519Z,1823083469491667000,Susceptible,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii ACBA.0922.00361,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28753,,,,ce931d20-90e9-4b5f-a031-d82e28d29984,2025-02-04T00:11:55.849Z,2025-02-04T00:11:55.849Z,1823083505489281000,Susceptible,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii ACBA.0922.00057,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28734,,,,62521c83-3f22-40b4-aa6e-a10e31c232dd,2025-02-04T00:09:46.540Z,2025-02-04T00:09:46.540Z,1823083369901064200,Susceptible,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii ACBA.0922.00101,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28733,,,,73531adb-e074-414d-bc16-69ceebf2f97d,2025-02-04T00:09:50.203Z,2025-02-04T00:09:50.203Z,1823083373739901000,Susceptible,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii ACBA.0922.00063,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28748,,,,ac5bc888-ef0c-4dca-8af3-13e2399b0613,2025-02-04T00:10:39.688Z,2025-02-04T00:10:39.688Z,1823083425628684300,Susceptible,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii ACBA.0922.00289,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28749,,,,df1c0499-ebba-42b5-8c15-a192c4a376c0,2025-02-04T00:11:12.100Z,2025-02-04T00:11:12.100Z,1823083459615129600,Susceptible,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii ACBA.0922.00318,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28754,,,,7d2c724d-fe83-42be-9249-8b53016a9942,2025-02-04T00:12:27.229Z,2025-02-04T00:12:27.229Z,1823083538394644500,Susceptible,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii ACBA.0922.00368,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28738,,,,9f7d8b88-e2d7-40df-bb1f-6e4aa718ccf3,2025-02-04T00:10:09.139Z,2025-02-04T00:10:09.139Z,1823083393595736000,Susceptible,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii ACBA.0922.00461,Computational Method,AdaBoost Classifier,BVBRC@patricbrc.org,"Accuracy:0.936, F1 score:0.942, AUC:0.957",True,,470,470.28739,,,,15999e7b-3b39-414c-ae6a-dacd16e0d94d,2025-02-04T00:10:52.045Z,2025-02-04T00:10:52.045Z,1823083438585938000,Susceptible,,,,,PATRIC,,
carbapenem,Acinetobacter baumannii 940793,Laboratory Method,,PATRIC@patricbrc.org,,True,,1310633,1310633.3,,,,d3006af4-de5f-4bc7-8c9d-85619087dfa1,2016-05-24T20:03:08.830Z,2016-05-24T20:03:08.830Z,1818811637436514300,Resistant,,[27458211],,,,,
imipenem,Acinetobacter baumannii 940793,Laboratory Method,,PATRIC@patricbrc.org,,True,,1310633,1310633.3,,,,76747dcd-8167-439f-bc61-fbca0a3eb66f,2017-01-22T22:48:28.544Z,2017-01-22T22:48:28.544Z,1818811367345356800,Resistant,,[27458211],,,,CLSI,2008.0
amikacin,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.93, CI[0.91, 0.95]",True,32.0,1310633,1310633.3,32.0,mg/L,202503101,3843358f-e5f1-4da3-95c9-dfdd2059baa5,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100937855000,,,,,,,,
ampicillin,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.99, CI[0.98, 1.01]",True,32.0,1310633,1310633.3,32.0,mg/L,202503101,a5706a0f-159f-4740-9873-512876e86835,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100937855000,,,,,,,,
aztreonam,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.90, CI[0.89, 0.92]",True,16.0,1310633,1310633.3,16.0,mg/L,202503101,37d425dd-c983-4712-a5e6-175e8b3a95c1,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100937855000,,,,,,,,
ceftazidime,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.87, CI[0.83, 0.91]",True,32.0,1310633,1310633.3,32.0,mg/L,202503101,ffce5370-0988-4e07-ba2b-fb3a0460ce7b,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100937855000,,,,,,,,
cefazolin,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.99, CI[0.97, 1.00]",True,64.0,1310633,1310633.3,64.0,mg/L,202503101,b1f8bb38-a1d8-45ea-a72d-a9a52cc3d5f5,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100937855000,,,,,,,,
ciprofloxacin,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.98, CI[0.97, 0.99]",True,4.0,1310633,1310633.3,4.0,mg/L,202503101,91cd2115-ba7a-485e-83e6-762450d0f4cd,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100937855000,,,,,,,,
ceftriaxone,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.99, CI[0.99, 1.00]",True,32.0,1310633,1310633.3,32.0,mg/L,202503101,c12a9368-2d19-4b3e-b846-9f589694f88b,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100937855000,,,,,,,,
cefotaxime,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.97, CI[0.95, 1.00]",True,64.0,1310633,1310633.3,64.0,mg/L,202503101,b5e4162f-43bd-47f9-9e30-183b86c638bb,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100937855000,,,,,,,,
cefoxitin,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 1.00, CI[1.00, 1.00]",True,64.0,1310633,1310633.3,64.0,mg/L,202503101,893e4ba9-7e37-4bb8-9d61-debdd79660ac,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100937855000,,,,,,,,
gentamicin,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.97, CI[0.95, 0.99]",True,16.0,1310633,1310633.3,16.0,mg/L,202503101,80108ce9-c336-483d-b7c5-2b1482592ce1,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100937855000,,,,,,,,
imipenem,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.92, CI[0.88, 0.96]",True,16.0,1310633,1310633.3,16.0,mg/L,202503101,2a503bc0-2c2f-4b5a-b387-eb18d48d5a94,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100937855000,,,,,,,,
levofloxacin,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.95, CI[0.91, 0.99]",True,4.0,1310633,1310633.3,4.0,mg/L,202503101,5830f921-4be4-4e24-aa11-1ec247de3184,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100937855000,,,,,,,,
meropenem,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.89, CI[0.85, 0.92]",True,16.0,1310633,1310633.3,16.0,mg/L,202503101,73a89262-8f0e-43e5-8048-553dd1aa3659,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100937855000,,,,,,,,
nitrofurantoin,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 1.00, CI[1.00, 1.00]",True,512.0,1310633,1310633.3,512.0,mg/L,202503101,c1157778-3dbb-4073-a4a5-8e8459adbab1,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100938903600,,,,,,,,
ampicillin/sulbactam,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.91, CI[0.87, 0.96]",True,8.0,1310633,1310633.3,8.0,mg/L,202503101,b3c18edc-a610-4ef3-9a5c-be65ef1c5901,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100938903600,,,,,,,,
tetracycline,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.96, CI[0.94, 0.99]",True,16.0,1310633,1310633.3,16.0,mg/L,202503101,0d524cc4-0c58-4167-878e-be9351e4502b,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100938903600,,,,,,,,
tobramycin,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.94, CI[0.92, 0.96]",True,8.0,1310633,1310633.3,8.0,mg/L,202503101,e6962f0e-5aa0-43c1-8996-03ca1b92ffec,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100938903600,,,,,,,,
trimethoprim/sulfamethoxazole,Acinetobacter baumannii 940793,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.71, CI[0.66, 0.76]",True,4.0,1310633,1310633.3,4.0,mg/L,202503101,f35d9131-e21b-447a-8a0c-a5b09922d2dd,2025-07-14T20:52:50.234Z,2025-07-14T20:52:50.234Z,1840540430649786400,,,,,,,,
trimethoprim/sulfamethoxazole,Acinetobacter baumannii 940793,Computational Method,SIR XGBoost Model,PATRIC,"F1 score: 0.88, CI[0.80, 0.97]",True,,1310633,1310633.3,,,202503101,7f68866e-7d5a-4071-8c3f-661bcaaeb9ae,2025-07-14T21:17:14.806Z,2025-07-14T21:17:14.806Z,1840540468472971300,Resistant,,,,,,,
amikacin,Acinetobacter baumannii 940793,Computational Method,SIR XGBoost Model,PATRIC,"F1 score: 0.94, CI[0.91, 0.98]",True,,1310633,1310633.3,,,202503101,797c319d-35fa-4117-9ca9-c71aadba5be9,2025-07-14T21:17:14.835Z,2025-07-14T21:17:14.835Z,1837658659674390500,Resistant,,,,,,,
ceftazidime,Acinetobacter baumannii 940793,Computational Method,SIR XGBoost Model,PATRIC,"F1 score: 0.90, CI[0.86, 0.94]",True,,1310633,1310633.3,,,202503101,17ed37fa-f1d7-464c-aec1-0f7ef1940dcc,2025-07-14T21:17:14.835Z,2025-07-14T21:17:14.835Z,1837658659674390500,Resistant,,,,,,,
ciprofloxacin,Acinetobacter baumannii 940793,Computational Method,SIR XGBoost Model,PATRIC,"F1 score: 0.95, CI[0.91, 0.99]",True,,1310633,1310633.3,,,202503101,76e31d04-46da-4dbd-8630-2f1249cc2bee,2025-07-14T21:17:14.835Z,2025-07-14T21:17:14.835Z,1837658659674390500,Resistant,,,,,,,
gentamicin,Acinetobacter baumannii 940793,Computational Method,SIR XGBoost Model,PATRIC,"F1 score: 0.91, CI[0.87, 0.95]",True,,1310633,1310633.3,,,202503101,0080425a-3fc4-4bf5-8a50-80d9f680f83d,2025-07-14T21:17:14.835Z,2025-07-14T21:17:14.835Z,1837658659674390500,Resistant,,,,,,,
imipenem,Acinetobacter baumannii 940793,Computational Method,SIR XGBoost Model,PATRIC,"F1 score: 0.94, CI[0.90, 0.98]",True,,1310633,1310633.3,,,202503101,43fc1f34-471d-4bde-a7b7-77c501815825,2025-07-14T21:17:14.835Z,2025-07-14T21:17:14.835Z,1837658659674390500,Resistant,,,,,,,
levofloxacin,Acinetobacter baumannii 940793,Computational Method,SIR XGBoost Model,PATRIC,"F1 score: 0.96, CI[0.92, 0.99]",True,,1310633,1310633.3,,,202503101,bf658250-2edd-4105-9243-3bcc5777ca76,2025-07-14T21:17:14.835Z,2025-07-14T21:17:14.835Z,1837658659674390500,Resistant,,,,,,,
meropenem,Acinetobacter baumannii 940793,Computational Method,SIR XGBoost Model,PATRIC,"F1 score: 0.94, CI[0.90, 0.99]",True,,1310633,1310633.3,,,202503101,35d49bb7-01fb-4eff-b989-5cb91d64adfa,2025-07-14T21:17:14.835Z,2025-07-14T21:17:14.835Z,1837658659674390500,Susceptible,,,,,,,
ampicillin/sulbactam,Acinetobacter baumannii 940793,Computational Method,SIR XGBoost Model,PATRIC,"F1 score: 0.93, CI[0.89, 0.97]",True,,1310633,1310633.3,,,202503101,03ea2845-d807-4828-b62b-471b8db72ac5,2025-07-14T21:17:14.835Z,2025-07-14T21:17:14.835Z,1837658659674390500,Susceptible,,,,,,,
tetracycline,Acinetobacter baumannii 940793,Computational Method,SIR XGBoost Model,PATRIC,"F1 score: 0.96, CI[0.92, 0.99]",True,,1310633,1310633.3,,,202503101,5dee91f6-9322-4d0c-b668-684904c93b18,2025-07-14T21:17:14.835Z,2025-07-14T21:17:14.835Z,1837658659674390500,Resistant,,,,,,,
tobramycin,Acinetobacter baumannii 940793,Computational Method,SIR XGBoost Model,PATRIC,"F1 score: 0.88, CI[0.86, 0.91]",True,,1310633,1310633.3,,,202503101,2e212807-2844-42be-a268-f69b4c7d993e,2025-07-14T21:17:14.835Z,2025-07-14T21:17:14.835Z,1837658659674390500,Susceptible,,,,,,,
carbapenem,Acinetobacter baumannii 1043903,Laboratory Method,,PATRIC@patricbrc.org,,True,,1310569,1310569.3,,,,19082d68-69b7-410d-a28c-b979b0c6ae12,2016-05-24T20:03:08.830Z,2016-05-24T20:03:08.830Z,1818811097952551000,Resistant,,[27458211],,,,,
imipenem,Acinetobacter baumannii 1043903,Laboratory Method,,PATRIC@patricbrc.org,,True,,1310569,1310569.3,,,,582c2736-e0dd-4ab4-8cd8-42a4be79ae9d,2017-01-22T22:48:28.544Z,2017-01-22T22:48:28.544Z,1818811282020630500,Resistant,,[27458211],,,,CLSI,2008.0
amikacin,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.93, CI[0.91, 0.95]",True,32.0,1310569,1310569.3,32.0,mg/L,202503101,a087df7f-e840-43b5-a820-f0783e57150c,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100866551800,,,,,,,,
ampicillin,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.99, CI[0.98, 1.01]",True,32.0,1310569,1310569.3,32.0,mg/L,202503101,375c8e96-237d-4b05-934d-ffd184b084cb,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100866551800,,,,,,,,
aztreonam,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.90, CI[0.89, 0.92]",True,16.0,1310569,1310569.3,16.0,mg/L,202503101,079b003b-e3da-46c8-b4ce-787e5526aa0e,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100866551800,,,,,,,,
ceftazidime,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.87, CI[0.83, 0.91]",True,32.0,1310569,1310569.3,32.0,mg/L,202503101,b1005336-5570-4416-b2b0-e4de31931025,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100866551800,,,,,,,,
cefazolin,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.99, CI[0.97, 1.00]",True,64.0,1310569,1310569.3,64.0,mg/L,202503101,8a207351-e2cb-4d6e-9ca0-79a50a868ccd,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100866551800,,,,,,,,
ciprofloxacin,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.98, CI[0.97, 0.99]",True,4.0,1310569,1310569.3,4.0,mg/L,202503101,f7edcc20-b0cf-4262-b7d1-7cc4f76775d4,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100866551800,,,,,,,,
ceftriaxone,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.99, CI[0.99, 1.00]",True,32.0,1310569,1310569.3,32.0,mg/L,202503101,eb1c6daf-e153-49db-9a74-b94998faf42f,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100866551800,,,,,,,,
cefotaxime,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.97, CI[0.95, 1.00]",True,64.0,1310569,1310569.3,64.0,mg/L,202503101,2a2f0e6d-8f07-436e-b714-11683103a1a7,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100866551800,,,,,,,,
cefoxitin,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 1.00, CI[1.00, 1.00]",True,64.0,1310569,1310569.3,64.0,mg/L,202503101,73352c07-09ef-4e2a-9b0c-951b9e3a5d75,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100866551800,,,,,,,,
gentamicin,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.97, CI[0.95, 0.99]",True,8.0,1310569,1310569.3,8.0,mg/L,202503101,aaaba86e-2fe6-48c2-868d-a284f49bd2a1,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100867600400,,,,,,,,
imipenem,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.92, CI[0.88, 0.96]",True,32.0,1310569,1310569.3,32.0,mg/L,202503101,0e327912-76f6-466f-9e90-e0c8b49c3dbc,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100867600400,,,,,,,,
levofloxacin,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.95, CI[0.91, 0.99]",True,8.0,1310569,1310569.3,8.0,mg/L,202503101,3c1f3d00-4383-45b1-a1cc-a62364b8f24b,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100867600400,,,,,,,,
meropenem,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.89, CI[0.85, 0.92]",True,8.0,1310569,1310569.3,8.0,mg/L,202503101,6f909356-b901-4558-af1b-7c673ca0edff,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100867600400,,,,,,,,
nitrofurantoin,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 1.00, CI[1.00, 1.00]",True,512.0,1310569,1310569.3,512.0,mg/L,202503101,627b37ea-df9a-47fc-8951-25ed6901da36,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100867600400,,,,,,,,
ampicillin/sulbactam,Acinetobacter baumannii 1043903,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.91, CI[0.87, 0.96]",True,16.0,1310569,1310569.3,16.0,mg/L,202503101,481f89c5-0faa-4938-9d44-2a2dc6abbbb0,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657100867600400,,,,,,,,
