assembly_accession,bioproject_accession,biosample_accession,cell_shape,class,common_name,completion_date,contigs,culture_collection,date_inserted,date_modified,family,gc_content,genbank_accessions,genome_id,genome_length,genome_name,genome_status,genus,gram_stain,habitat,kingdom,motility,order,owner,oxygen_requirement,patric_cds,phylum,plasmids,public,publication,refseq_cds,sequencing_centers,species,strain,taxon_id,temperature_range,superkingdom,cds,sequencing_status,taxon_lineage_ids,comments,taxon_lineage_names,_version_,contig_n50,hypothetical_cds_ratio,contig_l50,rrna,partial_cds_ratio,lab_host,trna,chromosomes,host_name,cds_ratio,partial_cds,plfam_cds_ratio,disease,checkm_completeness,checkm_contamination,coarse_consistency,fine_consistency,genome_quality,hypothetical_cds,mlst,p2_genome_id,plfam_cds,genome_quality_flags,assembly_method,ncbi_project_id,organism_name,refseq_accessions,sequencing_depth,sequencing_platform,serovar,optimal_temperature,refseq_project_id,sporulation,cgmlst_id,cgmlst_hc0,cgmlst_hc2,cgmlst_hc5,cgmlst_hc10,cgmlst_hc20,cgmlst_hc50,cgmlst_hc100,collection_year,collection_date,geographic_location,host_common_name,host_group,host_health,isolation_country,isolation_source,host_scientific_name,geographic_group,pathovar,additional_metadata,type_strain,isolation_comments,other_clinical,passage,other_typing,sra_accession,state_province,antimicrobial_resistance_evidence,body_sample_site,antimicrobial_resistance,host_age,host_gender,other_environmental,salinity,reference_genome,longitude,latitude,isolation_site
,,,,Gammaproteobacteria,Acinetobacter_baumannii,2016-07-24T00:00:00Z,1,,2017-12-30T06:19:34.770Z,2017-12-30T06:19:34.770Z,Moraxellaceae,34.49,GQ904227,470.4444,8964,Acinetobacter baumannii,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,11.0,Pseudomonadota,1.0,True,20385865,11.0,,Acinetobacter baumannii,,470,,Bacteria,11,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1818556714523295700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
,,,,Gammaproteobacteria,Acinetobacter_baumannii,2016-07-24T00:00:00Z,1,,2017-12-30T06:19:34.473Z,2017-12-30T06:19:34.473Z,Moraxellaceae,34.7,GQ904226,470.4443,9964,Acinetobacter baumannii,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,14.0,Pseudomonadota,1.0,True,20385865,8.0,,Acinetobacter baumannii,,470,,Bacteria,14,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1818556715808850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
GCA_000419425.1,PRJNA74425,SAMN02604246,,Gammaproteobacteria,Acinetobacter_baumannii_BJAB0868,2016-07-26T00:00:00Z,1,,2017-12-29T22:19:14.406Z,2017-12-29T22:19:14.406Z,Moraxellaceae,34.34,CP003850,1096997.11,8721,Acinetobacter baumannii BJAB0868,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,11.0,Pseudomonadota,1.0,True,23826102,10.0,University of Texas at Dallas,Acinetobacter baumannii,BJAB0868,1096997,,Bacteria,11,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470', '1096997']",['We have sequenced genomes of three multi-drug resistant strains of Acinetobacter baumannii from China in order to identify the sequences related to drug resistance.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii', 'Acinetobacter baumannii BJAB0868']",1818556712665219000,,,,,,,,,,,,,,,,,,,,,,,,VELVET v. 1.0.18,,,,,Illumina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
GCA_000419385.1,PRJNA74421,SAMN02604244,,Gammaproteobacteria,Acinetobacter_baumannii_BJAB07104,2016-07-26T00:00:00Z,1,,2017-12-29T22:19:59.958Z,2017-12-29T22:19:59.958Z,Moraxellaceae,33.82,CP003887,1096995.11,70170,Acinetobacter baumannii BJAB07104,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,97.0,Pseudomonadota,1.0,True,23826102,86.0,University of Texas at Dallas,Acinetobacter baumannii,BJAB07104,1096995,,Bacteria,97,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470', '1096995']",['We have sequenced genomes of three multi-drug resistant strains of Acinetobacter baumannii from China in order to identify the sequences related to drug resistance.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii', 'Acinetobacter baumannii BJAB07104']",1818556712675704800,,,,,,,,,,,,,,,,,,,,,,,,VELVET v. 1.0.18,,,,,Illumina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
GCA_000419385.1,PRJNA74421,SAMN02604244,,Gammaproteobacteria,Acinetobacter_baumannii_BJAB07104,2016-07-26T00:00:00Z,1,,2017-12-29T22:20:46.921Z,2017-12-29T22:20:46.921Z,Moraxellaceae,47.07,CP003907,1096995.12,20139,Acinetobacter baumannii BJAB07104,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,22.0,Pseudomonadota,1.0,True,23826102,20.0,University of Texas at Dallas,Acinetobacter baumannii,BJAB07104,1096995,,Bacteria,22,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470', '1096995']",['We have sequenced genomes of three multi-drug resistant strains of Acinetobacter baumannii from China in order to identify the sequences related to drug resistance.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii', 'Acinetobacter baumannii BJAB07104']",1818556714534830000,,,,,,,,,,,,,,,,,,,,,,,,VELVET v. 1.0.18,,,,,Illumina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
GCA_000419405.1,PRJNA74423,SAMN02604245,,Gammaproteobacteria,Acinetobacter_baumannii_BJAB0715,2016-07-26T00:00:00Z,1,,2017-12-29T22:19:29.486Z,2017-12-29T22:19:29.486Z,Moraxellaceae,40.43,CP003848,1096996.10,52268,Acinetobacter baumannii BJAB0715,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,64.0,Pseudomonadota,1.0,True,23826102,60.0,University of Texas at Dallas,Acinetobacter baumannii,BJAB0715,1096996,,Bacteria,64,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470', '1096996']",['We have sequenced genomes of three multi-drug resistant strains of Acinetobacter baumannii from China in order to identify the sequences related to drug resistance.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii', 'Acinetobacter baumannii BJAB0715']",1818556714536927200,,,,,,,,,,,,,,,,,,,,,,,,VELVET v. 1.0.18,,,,,Illumina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
GCA_000419425.1,PRJNA74425,SAMN02604246,,Gammaproteobacteria,Acinetobacter_baumannii_BJAB0868,2016-07-26T00:00:00Z,1,,2017-12-29T22:20:00.078Z,2017-12-29T22:20:00.078Z,Moraxellaceae,33.83,CP003888,1096997.12,70167,Acinetobacter baumannii BJAB0868,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,97.0,Pseudomonadota,1.0,True,23826102,86.0,University of Texas at Dallas,Acinetobacter baumannii,BJAB0868,1096997,,Bacteria,97,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470', '1096997']",['We have sequenced genomes of three multi-drug resistant strains of Acinetobacter baumannii from China in order to identify the sequences related to drug resistance.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii', 'Acinetobacter baumannii BJAB0868']",1818556715978719200,,,,,,,,,,,,,,,,,,,,,,,,VELVET v. 1.0.18,,,,,Illumina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
GCA_000419425.1,PRJNA74425,SAMN02604246,,Gammaproteobacteria,Acinetobacter_baumannii_BJAB0868,2016-07-26T00:00:00Z,1,,2017-12-29T22:20:47.045Z,2017-12-29T22:20:47.045Z,Moraxellaceae,47.09,CP003908,1096997.13,20139,Acinetobacter baumannii BJAB0868,Plasmid,Acinetobacter,,,Pseudomonadati,,Moraxellales,PATRIC@patricbrc.org,,24.0,Pseudomonadota,1.0,True,23826102,20.0,University of Texas at Dallas,Acinetobacter baumannii,BJAB0868,1096997,,Bacteria,24,Plasmid,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470', '1096997']",['We have sequenced genomes of three multi-drug resistant strains of Acinetobacter baumannii from China in order to identify the sequences related to drug resistance.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii', 'Acinetobacter baumannii BJAB0868']",1818556708285317000,,,,,,,,,,,,,,,,,,,,,,,,VELVET v. 1.0.18,,,,,Illumina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Prediction,,['Susceptible'],,,,,,,,
,PRJNA1063895,SAMN39412704,,Gammaproteobacteria,Acinetobacter_baumannii,2025-02-26T00:00:00Z,25,,2025-04-21T13:54:16.946Z,2025-04-21T13:54:16.946Z,Moraxellaceae,38.789467,JAYXAD000000000,470.29589,3818565,Acinetobacter baumannii 151,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,3648.0,Pseudomonadota,0.0,True,,3581.0,,Acinetobacter baumannii,151,470,,Bacteria,3648,,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1840553080908677000,880736.0,0.31907895,2.0,3.0,0.0046600876,,59.0,0.0,,0.9553327,17.0,0.9684759,,100.0,0.0,99.4,99.0,Good,832.0,"MLST.Acinetobacter_baumannii_1.642,MLST.Acinetobacter_baumannii_2.23",,3533.0,,SPAdes v. v3.15.3,,,,50x,Illumina,,,,,,,,,,,,,2019.0,2019,China: Zhejiang,,,,China,environment - water,,Asia,,,,,,,,,,Computational Method,,['Susceptible'],,,,,,,,
,PRJNA1076118,SAMN39931242,,Gammaproteobacteria,Acinetobacter_baumannii,2024-12-06T00:00:00Z,59,,2025-02-01T02:28:02.319Z,2025-02-01T02:28:02.319Z,Moraxellaceae,38.817253,JBAITG000000000,470.28498,3910658,Acinetobacter baumannii 53409,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,3728.0,Pseudomonadota,0.0,True,,,,Acinetobacter baumannii,53409,470,,Bacteria,3728,,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1840553080926503000,148050.0,0.3224249,9.0,3.0,0.0,,65.0,0.0,,0.95329225,0.0,0.9688841,,100.0,0.0,99.3,98.8,Good,878.0,"MLST.Acinetobacter_baumannii_1.611,MLST.Acinetobacter_baumannii_2.367",,3612.0,,SPAdes v. 3.13,,,,310x,Illumina NovaSeq,,,,,,,,,,,,,2019.0,2019,Switzerland,,,,Switzerland,food,,Europe,,['sample_type:bacterial sample'],,,,,,,,Computational Method,,['Susceptible'],,,,,,,,
,PRJNA1076118,SAMN39931233,,Gammaproteobacteria,Acinetobacter_baumannii,2024-12-06T00:00:00Z,73,,2025-02-01T02:27:18.504Z,2025-02-01T02:27:18.504Z,Moraxellaceae,38.875816,JBAITP000000000,470.28505,3726646,Acinetobacter baumannii 53410,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,3601.0,Pseudomonadota,0.0,True,,,,Acinetobacter baumannii,53410,470,,Bacteria,3601,,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1840553080926503000,147617.0,0.31824493,9.0,5.0,0.0,,64.0,0.0,,0.96628445,0.0,0.97500694,,100.0,0.0,99.3,99.0,Good,824.0,"MLST.Acinetobacter_baumannii_2.273,MLST.Acinetobacter_baumannii_1.877",,3511.0,,SPAdes v. 3.13,,,,259x,Illumina NovaSeq,,,,,,,,,,,,,2019.0,2019,Switzerland,,,,Switzerland,food,,Europe,,['sample_type:bacterial sample'],,,,,,,,Computational Method,,['Susceptible'],,,,,,,,
,PRJNA1076118,SAMN39931259,,Gammaproteobacteria,Acinetobacter_baumannii,2024-12-06T00:00:00Z,53,,2025-02-01T02:25:47.574Z,2025-02-01T02:25:47.574Z,Moraxellaceae,38.85711,JBAISP000000000,470.28480,3949944,Acinetobacter baumannii 53411,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,3775.0,Pseudomonadota,0.0,True,,,,Acinetobacter baumannii,53411,470,,Bacteria,3775,,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1840553080927551500,220977.0,0.3276821,6.0,6.0,0.0,,64.0,0.0,,0.95570976,0.0,0.96821195,,100.0,0.0,99.4,98.8,Good,896.0,"MLST.Acinetobacter_baumannii_2.388,MLST.Acinetobacter_baumannii_1.836",,3655.0,,SPAdes v. 3.13,,,,282x,Illumina NovaSeq,,,,,,,,,,,,,2019.0,2019,Switzerland,,,,Switzerland,food,,Europe,,['sample_type:bacterial sample'],,,,,,,,Computational Method,,['Susceptible'],,,,,,,,
,PRJNA1076118,SAMN39931240,,Gammaproteobacteria,Acinetobacter_baumannii,2024-12-06T00:00:00Z,117,,2025-02-01T02:27:24.804Z,2025-02-01T02:27:24.804Z,Moraxellaceae,38.93256,JBAITI000000000,470.28497,3981521,Acinetobacter baumannii 54665,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,3936.0,Pseudomonadota,0.0,True,,,,Acinetobacter baumannii,54665,470,,Bacteria,3936,,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1840553080928600000,98543.0,0.35797763,12.0,5.0,0.0,,65.0,0.0,,0.98856694,0.0,0.96112806,,100.0,0.0,99.3,98.6,Good,1075.0,"MLST.Acinetobacter_baumannii_2.267,MLST.Acinetobacter_baumannii_1.942",,3783.0,,SPAdes v. 3.13,,,,266x,Illumina NovaSeq,,,,,,,,,,,,,2019.0,2019,France,,,,France,food,,Europe,,['sample_type:bacterial sample'],,,,,,,,Computational Method,,['Susceptible'],,,,,,,,
,PRJNA1076118,SAMN39931260,,Gammaproteobacteria,Acinetobacter_baumannii,2024-12-06T00:00:00Z,70,,2025-02-01T02:25:55.305Z,2025-02-01T02:25:55.305Z,Moraxellaceae,38.89027,JBAISO000000000,470.28481,4062695,Acinetobacter baumannii 54683,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,3895.0,Pseudomonadota,0.0,True,,,,Acinetobacter baumannii,54683,470,,Bacteria,3895,,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1840553080931745800,125478.0,0.3445443,9.0,5.0,0.0,,67.0,0.0,,0.9587232,0.0,0.97021824,,100.0,0.0,99.5,98.7,Good,991.0,"MLST.Acinetobacter_baumannii_2.241,MLST.Acinetobacter_baumannii_1.951",,3779.0,,SPAdes v. 3.13,,,,290x,Illumina NovaSeq,,,,,,,,,,,,,2018.0,2018,France,,,,France,food,,Europe,,['sample_type:bacterial sample'],,,,,,,,Computational Method,,['Susceptible'],,,,,,,,
,PRJNA1076118,SAMN39931234,,Gammaproteobacteria,Acinetobacter_baumannii,2024-12-06T00:00:00Z,29,,2025-02-01T02:26:49.376Z,2025-02-01T02:26:49.376Z,Moraxellaceae,38.965813,JBAITO000000000,470.28504,3742296,Acinetobacter baumannii 54688,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,3533.0,Pseudomonadota,0.0,True,,,,Acinetobacter baumannii,54688,470,,Bacteria,3533,,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1840553080932794400,347538.0,0.304274,4.0,5.0,0.0,,64.0,0.0,,0.94407284,0.0,0.97537506,,100.0,0.0,99.4,98.8,Good,754.0,"MLST.Acinetobacter_baumannii_2.108,MLST.Acinetobacter_baumannii_1.105",,3446.0,,SPAdes v. 3.13,,,,333x,Illumina NovaSeq,,,,,,,,,,,,,2018.0,2018,France,,,,France,food,,Europe,,['sample_type:bacterial sample'],,,,,,,,Computational Method,,['Susceptible'],,,,,,,,
,PRJNA1076118,SAMN39931258,,Gammaproteobacteria,Acinetobacter_baumannii,2024-12-06T00:00:00Z,47,,2025-02-01T02:25:52.282Z,2025-02-01T02:25:52.282Z,Moraxellaceae,38.793568,JBAISQ000000000,470.28483,4223855,Acinetobacter baumannii 54695,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,4052.0,Pseudomonadota,0.0,True,,,,Acinetobacter baumannii,54695,470,,Bacteria,4052,,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1840553080935940000,359523.0,0.35069102,4.0,6.0,0.0,,66.0,0.0,,0.9593132,0.0,0.9622409,,100.0,0.0,99.4,98.7,Good,1084.0,"MLST.Acinetobacter_baumannii_2.38,MLST.Acinetobacter_baumannii_1.999",,3899.0,,SPAdes v. 3.13,,,,345x,Illumina NovaSeq,,,,,,,,,,,,,2019.0,2019,France,,,,France,food,,Europe,,['sample_type:bacterial sample'],,,,,,,,Computational Method,,['Resistant'],,,,,,,,
,PRJNA1076118,SAMN39931225,,Gammaproteobacteria,Acinetobacter_baumannii,2024-12-06T00:00:00Z,58,,2025-02-01T02:27:46.008Z,2025-02-01T02:27:46.008Z,Moraxellaceae,38.951805,JBAITX000000000,470.28515,3905824,Acinetobacter baumannii 54711,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,3704.0,Pseudomonadota,0.0,True,,,,Acinetobacter baumannii,54711,470,,Bacteria,3704,,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1840553080941183000,170496.0,0.31209505,8.0,5.0,0.0,,65.0,0.0,,0.9483274,0.0,0.97435206,,100.0,0.7,99.5,99.0,Good,826.0,"MLST.Acinetobacter_baumannii_1.72,MLST.Acinetobacter_baumannii_2.624",,3609.0,,SPAdes v. 3.13,,,,282x,Illumina NovaSeq,,,,,,,,,,,,,2019.0,2019,France,,,,France,food,,Europe,,['sample_type:bacterial sample'],,,,,,,,Computational Method,,['Susceptible'],,,,,,,,
,PRJNA1063895,SAMN39412756,,Gammaproteobacteria,Acinetobacter_baumannii,2025-02-26T00:00:00Z,25,,2025-04-21T13:53:11.162Z,2025-04-21T13:53:11.162Z,Moraxellaceae,39.07379,JAYWYE000000000,470.29571,3855582,Acinetobacter baumannii 60,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,3688.0,Pseudomonadota,0.0,True,,3615.0,,Acinetobacter baumannii,60,470,,Bacteria,3688,,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1840553080947474400,460345.0,0.31426248,3.0,4.0,0.0051518437,,64.0,0.0,,0.9565352,19.0,0.96502167,,100.0,0.0,99.5,98.5,Good,836.0,"MLST.Acinetobacter_baumannii_2.150,MLST.Acinetobacter_baumannii_1.718",,3559.0,,SPAdes v. v3.15.3,,,,50x,Illumina,,,,,,,,,,,,,2019.0,2019,China: Zhejiang,,,,China,environment - water,,Asia,,,,,,,,,,Computational Method,,['Susceptible'],,,,,,,,
GCA_947044975.1,PRJEB55833,SAMEA111329067,,Gammaproteobacteria,Acinetobacter_baumannii,2022-10-19T00:00:00Z,275,,2022-11-23T01:06:18.673Z,2022-11-23T01:06:18.673Z,Moraxellaceae,38.967625,CAMRHY000000000,470.19236,7934854,Acinetobacter baumannii Ab6,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,7796.0,Pseudomonadota,0.0,True,,3733.0,,Acinetobacter baumannii,Ab6,470,,Bacteria,7796,WGS,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1850435161839108000,123641.0,0.33222166,22.0,6.0,0.0,,128.0,0.0,,0.98250073,0.0,0.9647255,,100.0,50.0,99.0,58.4,Good,1916.0,"MLST.Acinetobacter_baumannii_1.930,MLST.Acinetobacter_baumannii_2.32",,7521.0,,,,,,,,,,,,470.19236,1822,1822,1822,1822,1822,1822,1822,,,,,,,,,,,,,,,,,,,,Computational Method,,['Susceptible'],,,,,,,,
GCA_947331425.1,PRJEB55833,SAMEA111329062,,Gammaproteobacteria,Acinetobacter_baumannii,2022-11-18T00:00:00Z,280,,2022-12-27T22:10:00.293Z,2022-12-27T22:10:00.293Z,Moraxellaceae,38.94274,CAMZOM000000000,470.19654,8046478,Acinetobacter baumannii Ab1,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,7911.0,Pseudomonadota,0.0,True,,3790.0,,Acinetobacter baumannii,Ab1,470,,Bacteria,7911,,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1850435162054066200,119727.0,0.33345973,23.0,6.0,0.0,,128.0,0.0,,0.98316306,0.0,0.96447986,,100.0,50.0,99.0,58.4,Good,1941.0,"MLST.Acinetobacter_baumannii_1.930,MLST.Acinetobacter_baumannii_2.32",,7630.0,,,,,,,,,,,,470.19654,2248,2248,2248,2248,2248,2248,2248,,,,,,,,,,,,,,,,,,,,Computational Method,,['Susceptible'],,,,,,,,
GCA_947044945.1,PRJEB55833,SAMEA111329065,,Gammaproteobacteria,Acinetobacter_baumannii,2022-10-19T00:00:00Z,81,,2022-12-27T22:02:10.550Z,2022-12-27T22:02:10.550Z,Moraxellaceae,38.97804,CAMRHU000000000,470.19653,7685166,Acinetobacter baumannii Ab4,WGS,Acinetobacter,,,Pseudomonadati,,Moraxellales,BVBRC@patricbrc.org,,7337.0,Pseudomonadota,0.0,True,,3595.0,,Acinetobacter baumannii,Ab4,470,,Bacteria,7337,,"['131567', '2', '3379134', '1224', '1236', '2887326', '468', '469', '909768', '470']",,"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Moraxellales', 'Moraxellaceae', 'Acinetobacter', 'Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii']",1850435162365493200,340355.0,0.31266186,9.0,6.0,0.0,,126.0,0.0,,0.95469636,0.0,0.972332,,100.0,50.0,98.5,58.1,Good,1646.0,"MLST.Acinetobacter_baumannii_2.56,MLST.Acinetobacter_baumannii_1.972",,7134.0,,,,,,,,,,,,470.19653,2941,2941,2941,2941,2941,2941,2941,,,,,,,,,,,,,,,,,,,,Computational Method,,['Susceptible'],,,,,,,,
